Rooms,Type,Price,Distance_from_CBD,Bathroom,Car_Spot,Region,Schooling_Facilities
3,h,486000.0,13.5,1.0,2.0,western metropolitan,229.0
4,h,645000.0,13.5,2.0,3.0,western metropolitan,229.0
3,h,530000.0,13.5,1.0,1.0,western metropolitan,229.0
3,h,500000.0,13.5,1.0,2.0,western metropolitan,229.0
3,t,510000.0,13.5,2.0,1.0,western metropolitan,229.0
3,h,418000.0,13.5,1.0,2.0,western metropolitan,229.0
5,h,715000.0,13.5,2.0,2.0,western metropolitan,229.0
2,u,415000.0,13.5,1.0,2.0,western metropolitan,229.0
3,h,545000.0,13.5,1.0,2.0,western metropolitan,229.0
2,u,462000.0,13.5,1.0,2.0,western metropolitan,229.0
3,u,415000.0,13.5,1.0,2.0,western metropolitan,229.0
3,h,750500.0,13.5,2.0,3.0,western metropolitan,229.0
3,h,451000.0,13.5,1.0,3.0,western metropolitan,229.0
4,h,2250000.0,11.2,3.0,2.0,southern metropolitan,191.0
3,t,1110000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,2128000.0,11.2,3.0,2.0,southern metropolitan,191.0
3,h,2009000.0,11.2,1.0,2.0,southern metropolitan,191.0
5,h,2200000.0,11.2,3.0,2.0,southern metropolitan,191.0
3,t,1330500.0,11.2,2.0,2.0,southern metropolitan,191.0
3,t,1325000.0,11.2,2.0,1.0,southern metropolitan,191.0
3,u,930000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,640000.0,11.2,1.0,1.0,southern metropolitan,191.0
2,u,745000.0,11.2,1.0,1.0,southern metropolitan,191.0
3,h,2100000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,h,1700000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,h,1910000.0,11.2,2.0,1.0,southern metropolitan,191.0
2,h,1018000.0,11.2,1.0,2.0,southern metropolitan,191.0
4,h,2200000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,u,736000.0,11.2,1.0,2.0,southern metropolitan,191.0
2,u,770000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,t,1453000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1530000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1930000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1812500.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,760000.0,11.2,1.0,1.0,southern metropolitan,191.0
2,t,711000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1300000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,h,1864000.0,11.2,2.0,1.0,southern metropolitan,191.0
3,h,2200000.0,11.2,2.0,3.0,southern metropolitan,191.0
3,h,1960000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,h,680000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1455000.0,11.2,2.0,1.0,southern metropolitan,191.0
5,h,2250000.0,11.2,3.0,2.0,southern metropolitan,191.0
3,u,880000.0,11.2,1.0,2.0,southern metropolitan,191.0
5,h,1650000.0,11.2,3.0,2.0,southern metropolitan,191.0
3,h,1755000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1700000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1900000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,805000.0,11.2,1.0,2.0,southern metropolitan,191.0
5,h,1975000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,t,1280000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,610000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,2003000.0,11.2,2.0,1.0,southern metropolitan,191.0
2,u,831000.0,11.2,1.0,1.0,southern metropolitan,191.0
5,h,1350000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,550000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1850000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,2050000.0,11.2,2.0,2.0,southern metropolitan,191.0
5,h,2100000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,h,1150000.0,11.2,2.0,1.0,southern metropolitan,191.0
2,u,823000.0,11.2,1.0,2.0,southern metropolitan,191.0
5,h,2100000.0,11.2,3.0,3.0,southern metropolitan,191.0
2,t,770500.0,11.2,2.0,1.0,southern metropolitan,191.0
4,h,1250000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,600000.0,11.2,1.0,1.0,southern metropolitan,191.0
3,t,1080000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,t,1520000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,2060000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1750000.0,11.2,2.0,3.0,southern metropolitan,191.0
4,h,1725000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,1703000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,620000.0,11.2,1.0,1.0,southern metropolitan,191.0
2,u,562500.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1850000.0,11.2,2.0,2.0,southern metropolitan,191.0
4,h,2125000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,656000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1650000.0,11.2,1.0,1.0,southern metropolitan,191.0
5,h,1518000.0,11.2,2.0,1.0,southern metropolitan,191.0
3,h,1560000.0,11.2,2.0,1.0,southern metropolitan,191.0
3,h,1185000.0,11.2,2.0,2.0,southern metropolitan,191.0
3,t,865000.0,11.2,1.0,1.0,southern metropolitan,191.0
3,h,1135000.0,11.2,1.0,2.0,southern metropolitan,191.0
4,h,2160000.0,11.2,3.0,3.0,southern metropolitan,191.0
2,u,899000.0,11.2,1.0,1.0,southern metropolitan,191.0
5,h,2000000.0,11.2,3.0,3.0,southern metropolitan,191.0
3,h,2250000.0,11.2,2.0,1.0,southern metropolitan,191.0
2,u,520000.0,11.2,1.0,1.0,southern metropolitan,191.0
5,h,2250000.0,11.2,3.0,2.0,southern metropolitan,191.0
2,u,600000.0,11.2,1.0,2.0,southern metropolitan,191.0
3,h,2180000.0,11.2,1.0,2.0,southern metropolitan,191.0
4,h,2250000.0,11.2,2.0,3.0,southern metropolitan,191.0
2,u,813000.0,11.2,1.0,2.0,southern metropolitan,191.0
3,h,1205000.0,11.2,1.0,2.0,southern metropolitan,191.0
3,h,1251000.0,11.2,2.0,1.0,southern metropolitan,191.0
5,h,1650000.0,11.2,3.0,2.0,southern metropolitan,191.0
2,h,600000.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1835000.0,11.2,2.0,2.0,southern metropolitan,191.0
2,u,778500.0,11.2,1.0,1.0,southern metropolitan,191.0
4,h,1751000.0,11.2,1.0,3.0,southern metropolitan,191.0
2,u,694000.0,11.2,1.0,1.0,southern metropolitan,191.0
3,h,1150000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1201000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1165000.0,13.8,2.0,3.0,eastern metropolitan,202.0
3,h,1098000.0,13.8,2.0,1.0,eastern metropolitan,202.0
3,h,742500.0,13.8,1.0,2.0,eastern metropolitan,202.0
5,h,1050000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,1257000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,t,1065000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1101000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,u,641000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,t,736500.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,1150000.0,13.8,3.0,3.0,eastern metropolitan,202.0
4,h,1000000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1200000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,990000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1500000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1290000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,h,1105000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,790000.0,13.8,2.0,3.0,eastern metropolitan,202.0
5,h,950000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,1421000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1051000.0,13.8,2.0,1.0,eastern metropolitan,202.0
3,h,1065000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,1120000.0,13.8,2.0,2.0,eastern metropolitan,202.0
2,t,692000.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,1710000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1280000.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,750000.0,13.8,3.0,3.0,eastern metropolitan,202.0
3,h,982000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,958000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1000000.0,13.8,3.0,2.0,eastern metropolitan,202.0
2,t,678000.0,13.8,1.0,1.0,eastern metropolitan,202.0
4,h,1210000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1010000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,905000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1325000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,1180000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,u,888000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1210000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,t,766000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,h,982000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,945000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,u,725000.0,13.8,1.0,1.0,eastern metropolitan,202.0
4,h,975000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1211000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1500500.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1100000.0,13.8,2.0,3.0,eastern metropolitan,202.0
3,h,1155000.0,13.8,1.0,1.0,eastern metropolitan,202.0
5,h,890000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,920000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1100000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,940000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,h,1053000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,u,725000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1002000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,850000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,u,755000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,h,1050000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1209000.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,2080000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,1175000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1050000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,1118000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1070000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,903000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,h,1220000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,1222000.0,13.8,2.0,3.0,eastern metropolitan,202.0
5,h,1097500.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,2025000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,u,755000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1505000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1650000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1182500.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1020000.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,970000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,838000.0,13.8,2.0,1.0,eastern metropolitan,202.0
3,h,650000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,870000.0,13.8,1.0,2.0,eastern metropolitan,202.0
4,h,1150000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,1509000.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,1363000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1309000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1358500.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,870000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,u,510000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,470000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1470000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,435000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,517500.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,520000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,t,805000.0,6.5,1.0,2.0,northern metropolitan,239.0
5,h,1645000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,t,630000.0,6.5,1.0,1.0,northern metropolitan,239.0
4,h,1428888.0,6.5,2.0,1.0,northern metropolitan,239.0
2,h,940000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,t,865000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,h,700000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,t,910000.0,6.5,2.0,1.0,northern metropolitan,239.0
2,u,491000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,532000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1135000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,505000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1010000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1430000.0,6.5,1.0,3.0,northern metropolitan,239.0
2,u,525500.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1210000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,h,944000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,970000.0,6.5,1.0,3.0,northern metropolitan,239.0
3,h,887000.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,1265000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,701000.0,6.5,3.0,2.0,northern metropolitan,239.0
2,h,740000.0,6.5,1.0,2.0,northern metropolitan,239.0
2,h,1110000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,2040000.0,6.5,1.0,1.0,northern metropolitan,239.0
4,h,795000.0,6.5,2.0,1.0,northern metropolitan,239.0
2,h,720000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1200000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1265000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,h,1085000.0,6.5,1.0,2.0,northern metropolitan,239.0
3,h,898000.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,1235000.0,6.5,3.0,1.0,northern metropolitan,239.0
3,t,910500.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,995000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,760000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,505000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1400000.0,6.5,2.0,1.0,northern metropolitan,239.0
3,h,1200000.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,920000.0,6.5,1.0,2.0,northern metropolitan,239.0
3,h,1110000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1200000.0,6.5,2.0,1.0,northern metropolitan,239.0
2,u,560000.0,6.5,1.0,2.0,northern metropolitan,239.0
2,u,646000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,450000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1190000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1020000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1245000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,1065000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,571750.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,874000.0,6.5,1.0,2.0,northern metropolitan,239.0
3,h,1427000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,1164000.0,6.5,2.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,422000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1290000.0,6.5,1.0,2.0,northern metropolitan,239.0
2,u,605000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,501000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,450000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,900000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1620000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,u,438000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,1143000.0,6.5,1.0,2.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,925000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1250000.0,6.5,2.0,3.0,northern metropolitan,239.0
3,t,1070000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1570000.0,6.5,2.0,1.0,northern metropolitan,239.0
2,u,486000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,t,1100000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,h,1211000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,466000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1280000.0,6.5,1.0,1.0,northern metropolitan,239.0
4,h,1478000.0,6.5,2.0,1.0,northern metropolitan,239.0
2,u,490000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1280000.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,1913000.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,1272000.0,6.5,1.0,1.0,northern metropolitan,239.0
2,h,972000.0,6.5,1.0,1.0,northern metropolitan,239.0
4,h,928500.0,6.5,2.0,2.0,northern metropolitan,239.0
2,u,432500.0,6.5,1.0,1.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1200000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,u,510000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1370000.0,6.5,2.0,3.0,northern metropolitan,239.0
2,u,415000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1160000.0,6.5,2.0,2.0,northern metropolitan,239.0
2,u,601000.0,6.5,1.0,1.0,northern metropolitan,239.0
3,h,1430000.0,6.5,2.0,2.0,northern metropolitan,239.0
3,h,1380000.0,6.5,2.0,1.0,northern metropolitan,239.0
3,h,1200000.0,6.5,2.0,1.0,northern metropolitan,239.0
3,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,1435000.0,4.6,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
2,u,546000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,1635000.0,4.6,1.0,2.0,southern metropolitan,191.0
2,u,876000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,620000.0,4.6,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,4.6,3.0,3.0,southern metropolitan,191.0
2,h,1300000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,1689000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,517500.0,4.6,1.0,1.0,southern metropolitan,191.0
3,u,1100000.0,4.6,2.0,1.0,southern metropolitan,191.0
2,u,750000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,u,1101000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,430000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,701500.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,925000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,450000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,750000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,415000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,838000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,415000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,t,1800000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,462800.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,1450000.0,4.6,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,u,1635000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,u,1560000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,t,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
2,u,415000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,775000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,t,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
2,u,1330000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,810000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,3.0,southern metropolitan,191.0
3,t,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,515501.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,611000.0,4.6,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,4.6,3.0,3.0,southern metropolitan,191.0
2,u,415000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
4,h,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
4,h,2025000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,541000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,t,1550000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,u,2205000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,1100000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,490000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,1300000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,t,2050000.0,4.6,2.0,2.0,southern metropolitan,191.0
5,h,2170000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,u,2100000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,u,950000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,531000.0,4.6,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,705000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,575000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,415000.0,4.6,1.0,1.0,southern metropolitan,191.0
4,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,1900000.0,4.6,2.0,1.0,southern metropolitan,191.0
2,t,1210000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
4,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,540000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,u,1050000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,857000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,525000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
3,u,851000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,h,1900000.0,4.6,2.0,1.0,southern metropolitan,191.0
2,u,690000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,t,2100000.0,4.6,2.0,3.0,southern metropolitan,191.0
2,u,1940000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,460000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,h,1950000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,1400000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,511000.0,4.6,1.0,2.0,southern metropolitan,191.0
2,u,645000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,870000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,t,910000.0,4.6,2.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,3.0,2.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,525000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,2250000.0,4.6,2.0,1.0,southern metropolitan,191.0
2,u,866000.0,4.6,1.0,1.0,southern metropolitan,191.0
3,h,1170000.0,4.6,1.0,1.0,southern metropolitan,191.0
2,u,1000000.0,4.6,2.0,2.0,southern metropolitan,191.0
2,u,920000.0,4.6,1.0,1.0,southern metropolitan,191.0
4,h,910000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,960000.0,13.8,2.0,2.0,eastern metropolitan,202.0
2,u,556000.0,13.8,1.0,1.0,eastern metropolitan,202.0
4,h,1010000.0,13.8,3.0,2.0,eastern metropolitan,202.0
3,h,880000.0,13.8,2.0,3.0,eastern metropolitan,202.0
4,h,920250.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1080000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,h,770000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,730000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,h,820000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1102500.0,13.8,2.0,1.0,eastern metropolitan,202.0
4,h,1005000.0,13.8,2.0,1.0,eastern metropolitan,202.0
2,u,555000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,h,828500.0,13.8,2.0,2.0,eastern metropolitan,202.0
2,u,546000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,h,765000.0,13.8,1.0,2.0,eastern metropolitan,202.0
3,h,920000.0,13.8,2.0,2.0,eastern metropolitan,202.0
2,u,455000.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,895000.0,13.8,3.0,2.0,eastern metropolitan,202.0
3,h,775000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,1137000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,u,440000.0,13.8,1.0,1.0,eastern metropolitan,202.0
3,h,970000.0,13.8,2.0,2.0,eastern metropolitan,202.0
4,h,1042500.0,13.8,2.0,2.0,eastern metropolitan,202.0
5,h,1025000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,940000.0,13.8,3.0,2.0,eastern metropolitan,202.0
4,h,895000.0,13.8,2.0,2.0,eastern metropolitan,202.0
3,h,820000.0,13.8,2.0,2.0,eastern metropolitan,202.0
